,crop,Soil_Type,Pesticide_Use_Category,Season,rainfall,Crop_Damage
11762,0,1,Chlormequat,2,138,98
11763,0,0,Lamba-Cyhalothrin,1,222,90
11764,1,1,Amidosulfuron,1,187,99
11765,0,0,Amidosulfuron,1,138,80
11766,1,1,Chlormequat,1,174,99
11767,0,1,Amidosulfuron,3,142,80
11768,0,0,Amidosulfuron,3,62,99
11769,1,1,Lamba-Cyhalothrin,2,272,85
11770,0,0,Chlormequat,2,199,94
11771,0,0,Lamba-Cyhalothrin,2,126,85
11772,1,1,Lamba-Cyhalothrin,1,228,99
11773,1,0,Chlormequat,2,193,80
11774,1,1,Amidosulfuron,3,162,97
11775,1,1,Amidosulfuron,2,255,95
11776,0,1,Lamba-Cyhalothrin,3,272,87
11777,1,1,Lamba-Cyhalothrin,3,79,94
11778,0,0,Lamba-Cyhalothrin,3,135,87
11779,1,0,Chlormequat,1,186,82
11780,0,0,Amidosulfuron,3,276,94
11781,0,0,Chlormequat,1,105,82
11782,1,0,Lamba-Cyhalothrin,1,284,83
11783,0,0,Chlormequat,2,241,85
11784,0,0,Lamba-Cyhalothrin,3,80,86
11785,1,1,Chlormequat,2,122,85
11786,1,0,Amidosulfuron,2,259,94
11787,1,1,Amidosulfuron,3,142,80
11788,0,1,Lamba-Cyhalothrin,1,297,97
11789,1,0,Lamba-Cyhalothrin,1,289,83
11790,0,0,Amidosulfuron,3,284,98
11791,1,0,Chlormequat,2,233,90
11792,1,1,Amidosulfuron,1,199,95
11793,0,1,Lamba-Cyhalothrin,1,259,88
11794,0,0,Chlormequat,2,139,82
11795,0,1,Chlormequat,2,257,98
11796,0,1,Lamba-Cyhalothrin,2,105,96
11797,0,1,Chlormequat,3,158,90
11798,1,0,Lamba-Cyhalothrin,3,263,89
11799,0,0,Chlormequat,1,156,98
11800,0,0,Lamba-Cyhalothrin,2,241,82
11801,0,0,Lamba-Cyhalothrin,1,209,85
11802,0,0,Amidosulfuron,2,174,93
11803,0,1,Amidosulfuron,3,136,93
11804,0,0,Chlormequat,1,111,88
11805,0,1,Amidosulfuron,1,81,94
11806,0,1,Lamba-Cyhalothrin,3,120,80
11807,0,0,Chlormequat,1,284,89
11808,1,0,Amidosulfuron,2,219,90
11809,1,1,Chlormequat,1,279,94
11810,0,0,Chlormequat,3,147,98
11811,0,1,Chlormequat,2,190,84
11812,0,0,Lamba-Cyhalothrin,3,160,87
11813,0,1,Chlormequat,1,212,90
11814,1,1,Amidosulfuron,1,112,84
11815,1,1,Amidosulfuron,1,280,96
11816,0,1,Amidosulfuron,1,289,85
11817,0,0,Chlormequat,2,66,99
11818,1,0,Amidosulfuron,3,139,85
11819,0,0,Amidosulfuron,2,269,94
11820,1,1,Chlormequat,2,244,85
11821,0,0,Chlormequat,1,247,87
11822,0,1,Chlormequat,1,116,84
11823,0,0,Lamba-Cyhalothrin,3,255,82
11824,1,0,Chlormequat,2,270,84
11825,1,0,Lamba-Cyhalothrin,1,200,96
11826,1,0,Lamba-Cyhalothrin,2,150,82
11827,1,1,Amidosulfuron,3,95,86
11828,0,0,Chlormequat,2,135,86
11829,0,1,Lamba-Cyhalothrin,3,105,95
11830,1,0,Lamba-Cyhalothrin,3,268,82
11831,0,1,Amidosulfuron,1,124,95
11832,1,1,Amidosulfuron,2,162,95
11833,1,1,Lamba-Cyhalothrin,1,129,82
11834,0,1,Chlormequat,3,234,90
11835,1,0,Chlormequat,2,272,84
11836,1,1,Amidosulfuron,2,110,81
11837,0,1,Amidosulfuron,3,223,81
11838,0,0,Lamba-Cyhalothrin,1,291,86
11839,1,1,Lamba-Cyhalothrin,2,270,98
11840,1,1,Lamba-Cyhalothrin,1,99,93
11841,1,1,Amidosulfuron,3,250,84
11842,0,0,Chlormequat,3,288,84
11843,0,1,Amidosulfuron,1,243,83
11844,0,1,Amidosulfuron,2,235,94
11845,0,1,Chlormequat,1,250,97
11846,0,1,Chlormequat,1,94,80
11847,1,1,Amidosulfuron,3,254,85
11848,0,0,Lamba-Cyhalothrin,3,80,91
11849,1,1,Amidosulfuron,2,62,95
11850,1,1,Chlormequat,1,232,83
11851,1,0,Amidosulfuron,3,125,84
11852,0,1,Amidosulfuron,3,244,96
11853,1,1,Lamba-Cyhalothrin,1,227,86
11854,0,1,Amidosulfuron,1,118,83
11855,0,0,Chlormequat,3,249,93
11856,1,0,Amidosulfuron,1,230,84
11857,1,1,Lamba-Cyhalothrin,2,285,90
11858,1,1,Chlormequat,2,89,85
11859,0,1,Chlormequat,3,298,91
11860,1,1,Chlormequat,2,221,97
11861,0,1,Lamba-Cyhalothrin,2,124,91
11862,0,0,Lamba-Cyhalothrin,3,242,80
11863,0,0,Chlormequat,1,230,91
11864,1,0,Lamba-Cyhalothrin,2,241,99
11865,1,0,Lamba-Cyhalothrin,3,244,98
11866,0,1,Chlormequat,1,150,95
11867,0,0,Amidosulfuron,1,243,99
11868,1,1,Amidosulfuron,3,203,97
11869,1,0,Chlormequat,2,72,81
11870,1,1,Amidosulfuron,1,158,85
11871,1,0,Chlormequat,2,267,94
11872,1,0,Chlormequat,2,267,85
11873,0,0,Lamba-Cyhalothrin,2,125,95
11874,0,0,Amidosulfuron,1,179,92
11875,0,1,Lamba-Cyhalothrin,1,125,89
11876,0,0,Lamba-Cyhalothrin,1,168,98
11877,0,0,Amidosulfuron,2,181,80
11878,0,1,Amidosulfuron,2,232,92
11879,0,1,Lamba-Cyhalothrin,3,176,84
11880,1,0,Lamba-Cyhalothrin,1,132,90
11881,1,0,Lamba-Cyhalothrin,2,130,80
11882,0,1,Lamba-Cyhalothrin,1,246,95
11883,0,1,Chlormequat,3,91,96
11884,1,1,Lamba-Cyhalothrin,2,64,93
11885,0,1,Chlormequat,2,83,91
11886,0,1,Lamba-Cyhalothrin,1,101,86
11887,0,1,Chlormequat,1,223,91
11888,0,1,Chlormequat,1,69,93
11889,0,1,Lamba-Cyhalothrin,1,102,85
11890,1,0,Chlormequat,2,288,87
11891,0,1,Amidosulfuron,3,261,86
11892,1,0,Lamba-Cyhalothrin,1,295,93
11893,1,1,Chlormequat,3,253,80
11894,0,0,Chlormequat,3,196,84
11895,1,1,Chlormequat,2,170,85
11896,1,0,Chlormequat,2,270,99
11897,1,1,Chlormequat,3,150,82
11898,0,1,Chlormequat,2,120,85
11899,0,1,Lamba-Cyhalothrin,1,67,87
11900,0,1,Chlormequat,1,289,98
11901,1,1,Amidosulfuron,3,131,95
11902,0,1,Lamba-Cyhalothrin,1,94,92
11903,1,0,Lamba-Cyhalothrin,2,276,84
11904,0,1,Chlormequat,2,135,92
11905,0,0,Lamba-Cyhalothrin,1,242,96
11906,0,1,Chlormequat,1,256,85
11907,1,0,Amidosulfuron,2,217,93
11908,0,1,Chlormequat,1,298,89
11909,0,1,Lamba-Cyhalothrin,1,60,89
11910,1,1,Amidosulfuron,2,234,91
11911,0,0,Amidosulfuron,1,188,90
11912,1,0,Lamba-Cyhalothrin,1,216,96
11913,1,0,Amidosulfuron,3,86,94
11914,0,1,Chlormequat,1,82,87
11915,1,0,Chlormequat,1,260,91
11916,1,0,Lamba-Cyhalothrin,3,237,99
11917,1,0,Lamba-Cyhalothrin,1,184,85
11918,1,1,Chlormequat,1,149,96
11919,0,0,Lamba-Cyhalothrin,2,283,93
11920,1,1,Chlormequat,1,204,81
11921,0,0,Amidosulfuron,1,139,83
11922,0,0,Amidosulfuron,2,194,81
11923,0,1,Amidosulfuron,2,107,90
11924,0,1,Chlormequat,2,197,85
11925,1,0,Lamba-Cyhalothrin,3,281,93
11926,1,0,Chlormequat,3,158,80
11927,1,1,Amidosulfuron,2,269,95
11928,0,0,Amidosulfuron,2,284,84
11929,1,1,Lamba-Cyhalothrin,3,198,96
11930,0,1,Amidosulfuron,1,79,96
11931,0,0,Lamba-Cyhalothrin,1,77,88
11932,1,0,Lamba-Cyhalothrin,3,221,85
11933,1,0,Lamba-Cyhalothrin,2,149,83
11934,1,1,Lamba-Cyhalothrin,1,255,94
11935,0,1,Amidosulfuron,2,209,80
11936,1,1,Chlormequat,2,147,84
11937,1,1,Chlormequat,3,253,82
11938,1,0,Lamba-Cyhalothrin,1,78,89
11939,0,0,Amidosulfuron,2,249,95
11940,1,1,Amidosulfuron,2,122,90
11941,1,1,Chlormequat,1,208,96
11942,0,0,Chlormequat,2,210,97
11943,0,0,Amidosulfuron,1,216,91
11944,1,0,Amidosulfuron,1,226,91
11945,1,1,Amidosulfuron,2,220,90
11946,0,0,Chlormequat,1,283,83
11947,1,1,Chlormequat,2,152,92
11948,1,1,Amidosulfuron,1,187,87
11949,0,1,Chlormequat,3,284,85
11950,0,1,Amidosulfuron,2,224,90
11951,0,1,Lamba-Cyhalothrin,3,134,92
11952,0,0,Lamba-Cyhalothrin,2,96,90
11953,0,1,Chlormequat,1,244,82
11954,0,1,Chlormequat,1,255,95
11955,1,0,Lamba-Cyhalothrin,1,228,97
11956,1,0,Chlormequat,3,189,84
11957,1,1,Amidosulfuron,1,198,93
11958,1,1,Chlormequat,2,118,86
11959,0,1,Lamba-Cyhalothrin,3,253,90
11960,0,1,Chlormequat,3,84,96
11961,0,0,Amidosulfuron,2,98,95
11962,1,0,Chlormequat,3,141,96
11963,0,1,Amidosulfuron,1,195,91
11964,0,0,Lamba-Cyhalothrin,2,81,85
11965,0,1,Chlormequat,2,268,83
11966,0,1,Amidosulfuron,2,182,82
11967,0,0,Lamba-Cyhalothrin,2,117,81
11968,1,0,Lamba-Cyhalothrin,2,155,94
11969,1,1,Lamba-Cyhalothrin,2,256,86
11970,0,1,Chlormequat,3,182,89
11971,0,1,Lamba-Cyhalothrin,1,87,95
11972,0,0,Lamba-Cyhalothrin,1,190,99
11973,1,1,Chlormequat,1,220,95
11974,1,0,Lamba-Cyhalothrin,3,293,87
11975,0,0,Amidosulfuron,2,90,85
11976,0,0,Amidosulfuron,1,130,95
11977,1,0,Chlormequat,2,200,84
11978,0,1,Chlormequat,1,120,85
11979,1,0,Amidosulfuron,3,282,97
11980,1,0,Lamba-Cyhalothrin,1,261,94
11981,1,1,Chlormequat,2,134,81
11982,0,0,Lamba-Cyhalothrin,1,156,96
11983,1,0,Chlormequat,3,74,94
11984,1,1,Chlormequat,2,194,89
11985,0,0,Amidosulfuron,2,105,85
11986,1,0,Amidosulfuron,1,173,82
11987,0,0,Amidosulfuron,3,178,84
11988,1,0,Lamba-Cyhalothrin,3,296,84
11989,0,0,Amidosulfuron,3,267,87
11990,1,1,Amidosulfuron,2,207,87
11991,0,1,Chlormequat,1,272,97
11992,1,0,Chlormequat,1,275,87
11993,0,1,Chlormequat,1,190,89
11994,1,1,Chlormequat,1,164,98
11995,0,1,Chlormequat,3,162,81
11996,0,0,Lamba-Cyhalothrin,1,281,85
11997,0,0,Lamba-Cyhalothrin,2,103,84
11998,1,0,Amidosulfuron,1,111,80
11999,0,1,Lamba-Cyhalothrin,3,147,92
12000,0,1,Chlormequat,2,287,92
12001,1,1,Chlormequat,1,138,86
12002,0,0,Chlormequat,2,241,91
12003,0,0,Chlormequat,3,60,85
12004,1,0,Chlormequat,2,110,97
12005,0,1,Chlormequat,3,283,97
12006,0,1,Chlormequat,2,155,85
12007,0,0,Lamba-Cyhalothrin,3,141,99
12008,0,1,Chlormequat,1,293,98
12009,1,0,Amidosulfuron,1,76,89
12010,1,0,Chlormequat,1,131,93
12011,1,1,Amidosulfuron,2,281,89
12012,1,0,Lamba-Cyhalothrin,2,239,92
12013,0,1,Chlormequat,2,103,97
12014,0,1,Amidosulfuron,3,84,94
12015,0,1,Chlormequat,2,291,89
12016,0,1,Amidosulfuron,2,217,81
12017,0,1,Chlormequat,2,145,87
12018,0,1,Amidosulfuron,1,232,83
12019,1,1,Amidosulfuron,3,191,85
12020,1,0,Amidosulfuron,1,205,81
12021,0,1,Lamba-Cyhalothrin,1,61,99
12022,1,1,Chlormequat,3,94,96
12023,0,0,Lamba-Cyhalothrin,3,64,93
12024,0,0,Chlormequat,2,247,89
12025,0,0,Chlormequat,2,250,92
12026,0,0,Chlormequat,2,77,84
12027,0,1,Lamba-Cyhalothrin,2,277,90
12028,0,0,Lamba-Cyhalothrin,2,114,81
12029,1,1,Amidosulfuron,2,120,98
12030,1,0,Chlormequat,3,70,91
12031,1,1,Lamba-Cyhalothrin,1,126,83
12032,0,0,Lamba-Cyhalothrin,2,173,99
12033,0,0,Chlormequat,3,157,85
12034,0,1,Amidosulfuron,1,261,89
12035,1,0,Chlormequat,3,227,86
12036,0,1,Amidosulfuron,3,296,88
12037,0,0,Chlormequat,1,128,87
12038,1,1,Lamba-Cyhalothrin,2,105,96
12039,1,0,Lamba-Cyhalothrin,1,240,98
12040,1,0,Amidosulfuron,3,108,91
12041,0,1,Chlormequat,2,95,97
12042,0,0,Lamba-Cyhalothrin,3,262,86
12043,1,0,Lamba-Cyhalothrin,2,204,90
12044,0,0,Chlormequat,3,172,80
12045,0,1,Chlormequat,3,129,84
12046,0,0,Lamba-Cyhalothrin,1,155,94
12047,1,1,Amidosulfuron,2,68,82
12048,0,0,Lamba-Cyhalothrin,2,182,95
12049,1,1,Amidosulfuron,2,271,88
12050,1,0,Lamba-Cyhalothrin,3,280,90
12051,1,0,Amidosulfuron,3,227,88
12052,0,1,Amidosulfuron,2,124,83
12053,0,0,Chlormequat,3,174,85
12054,1,1,Lamba-Cyhalothrin,1,195,93
12055,1,1,Amidosulfuron,3,238,99
12056,0,1,Amidosulfuron,2,136,83
12057,0,1,Amidosulfuron,1,271,93
12058,0,1,Lamba-Cyhalothrin,1,150,82
12059,1,0,Amidosulfuron,2,233,89
12060,0,1,Lamba-Cyhalothrin,1,204,82
12061,0,0,Lamba-Cyhalothrin,3,167,85
12062,1,0,Lamba-Cyhalothrin,1,112,99
12063,1,0,Amidosulfuron,1,210,90
12064,1,1,Amidosulfuron,3,199,86
12065,1,1,Lamba-Cyhalothrin,2,291,90
12066,0,0,Amidosulfuron,2,144,89
12067,0,1,Chlormequat,1,238,99
12068,1,1,Lamba-Cyhalothrin,2,65,97
12069,0,1,Amidosulfuron,3,123,80
12070,0,1,Amidosulfuron,3,116,97
12071,1,1,Amidosulfuron,1,228,88
12072,1,0,Lamba-Cyhalothrin,2,170,89
12073,1,1,Chlormequat,1,220,98
12074,0,1,Amidosulfuron,3,270,80
12075,1,1,Lamba-Cyhalothrin,1,267,98
12076,1,1,Amidosulfuron,3,270,96
12077,0,1,Amidosulfuron,1,286,85
12078,0,1,Lamba-Cyhalothrin,1,77,86
12079,0,0,Lamba-Cyhalothrin,1,270,92
12080,0,1,Amidosulfuron,3,278,94
12081,1,0,Lamba-Cyhalothrin,2,197,91
12082,1,0,Amidosulfuron,1,152,84
12083,0,0,Amidosulfuron,2,223,99
12084,1,1,Lamba-Cyhalothrin,3,246,84
12085,1,1,Amidosulfuron,1,87,96
12086,1,0,Amidosulfuron,3,139,98
12087,1,1,Amidosulfuron,3,143,88
12088,1,1,Chlormequat,1,247,82
12089,1,1,Lamba-Cyhalothrin,1,73,98
12090,1,1,Amidosulfuron,3,134,90
12091,1,0,Chlormequat,1,253,92
12092,1,0,Lamba-Cyhalothrin,2,251,96
12093,1,1,Chlormequat,3,270,81
12094,1,0,Lamba-Cyhalothrin,2,61,87
12095,0,0,Amidosulfuron,1,168,89
12096,0,0,Lamba-Cyhalothrin,2,164,83
12097,0,0,Lamba-Cyhalothrin,2,218,93
12098,1,1,Chlormequat,1,275,84
12099,0,0,Amidosulfuron,2,288,86
12100,1,0,Chlormequat,1,258,90
12101,1,1,Lamba-Cyhalothrin,2,243,96
12102,0,0,Lamba-Cyhalothrin,3,193,82
12103,0,1,Amidosulfuron,1,82,84
12104,0,0,Lamba-Cyhalothrin,1,278,88
12105,0,1,Amidosulfuron,1,173,91
12106,1,0,Amidosulfuron,1,109,98
12107,0,0,Amidosulfuron,3,121,90
12108,0,1,Lamba-Cyhalothrin,2,251,95
12109,1,1,Chlormequat,3,143,90
12110,0,0,Amidosulfuron,2,123,96
12111,1,0,Chlormequat,1,297,97
12112,1,0,Lamba-Cyhalothrin,1,204,95
12113,1,1,Amidosulfuron,1,70,88
12114,1,1,Chlormequat,2,262,86
12115,1,0,Chlormequat,2,230,90
12116,0,1,Amidosulfuron,3,94,98
12117,1,0,Lamba-Cyhalothrin,1,60,97
12118,1,0,Chlormequat,1,204,86
12119,0,0,Chlormequat,3,272,97
12120,1,1,Chlormequat,2,284,92
12121,0,1,Lamba-Cyhalothrin,3,224,95
12122,1,0,Amidosulfuron,3,150,89
12123,1,1,Lamba-Cyhalothrin,3,257,94
12124,1,0,Lamba-Cyhalothrin,2,183,82
12125,1,1,Amidosulfuron,3,283,94
12126,0,1,Chlormequat,2,204,93
12127,1,1,Amidosulfuron,3,253,82
12128,1,0,Amidosulfuron,1,86,81
12129,1,1,Chlormequat,1,60,81
12130,0,0,Chlormequat,1,230,81
12131,1,0,Amidosulfuron,2,195,93
12132,1,0,Chlormequat,1,204,98
12133,1,1,Lamba-Cyhalothrin,1,181,98
12134,1,0,Chlormequat,1,98,96
12135,1,1,Chlormequat,1,152,87
12136,1,1,Chlormequat,1,105,83
12137,1,1,Lamba-Cyhalothrin,3,196,85
12138,0,0,Lamba-Cyhalothrin,3,60,97
12139,0,1,Lamba-Cyhalothrin,2,231,92
12140,0,0,Chlormequat,2,167,95
12141,0,1,Lamba-Cyhalothrin,2,214,94
12142,0,1,Chlormequat,2,178,80
12143,0,1,Lamba-Cyhalothrin,3,240,83
12144,0,0,Lamba-Cyhalothrin,2,99,94
12145,1,0,Amidosulfuron,1,146,96
12146,0,1,Lamba-Cyhalothrin,2,158,86
12147,0,1,Amidosulfuron,3,146,98
12148,0,1,Amidosulfuron,1,173,88
12149,1,0,Chlormequat,2,255,89
12150,0,0,Lamba-Cyhalothrin,3,210,96
12151,0,0,Lamba-Cyhalothrin,1,73,88
12152,0,0,Chlormequat,2,147,89
12153,0,0,Amidosulfuron,3,188,94
12154,0,1,Lamba-Cyhalothrin,3,246,89
12155,1,0,Lamba-Cyhalothrin,2,182,89
12156,1,0,Lamba-Cyhalothrin,3,178,86
12157,1,1,Amidosulfuron,2,142,80
12158,1,0,Lamba-Cyhalothrin,3,201,89
12159,1,1,Chlormequat,3,71,83
12160,0,1,Chlormequat,3,217,90
12161,1,1,Amidosulfuron,3,246,80
12162,0,0,Amidosulfuron,2,230,88
12163,1,1,Amidosulfuron,2,282,91
12164,0,0,Chlormequat,3,232,99
12165,0,1,Chlormequat,3,110,82
12166,1,0,Lamba-Cyhalothrin,2,206,82
12167,0,1,Chlormequat,1,201,90
12168,1,0,Amidosulfuron,3,179,85
12169,1,1,Amidosulfuron,3,222,89
12170,1,1,Amidosulfuron,3,241,86
12171,0,1,Amidosulfuron,1,237,87
12172,0,0,Chlormequat,2,257,80
12173,0,1,Chlormequat,3,112,83
12174,0,0,Amidosulfuron,1,159,93
12175,0,0,Lamba-Cyhalothrin,3,191,84
12176,1,1,Chlormequat,1,270,94
12177,1,0,Amidosulfuron,3,117,90
12178,1,0,Amidosulfuron,3,104,80
12179,0,1,Amidosulfuron,3,131,84
12180,0,1,Amidosulfuron,2,277,82
12181,0,1,Lamba-Cyhalothrin,2,170,91
12182,0,1,Lamba-Cyhalothrin,2,215,98
12183,1,0,Chlormequat,1,84,95
12184,0,0,Chlormequat,2,290,94
12185,0,1,Amidosulfuron,1,279,87
12186,0,1,Amidosulfuron,3,129,91
12187,0,1,Amidosulfuron,1,62,96
12188,0,1,Lamba-Cyhalothrin,3,164,87
12189,1,0,Amidosulfuron,2,228,98
12190,1,0,Lamba-Cyhalothrin,1,197,99
12191,0,0,Lamba-Cyhalothrin,3,117,87
12192,1,0,Lamba-Cyhalothrin,1,163,92
12193,0,1,Lamba-Cyhalothrin,1,294,84
12194,0,0,Amidosulfuron,2,281,99
12195,0,0,Chlormequat,1,102,92
12196,0,0,Amidosulfuron,2,203,95
12197,0,1,Chlormequat,2,205,84
12198,0,1,Amidosulfuron,3,63,82
12199,0,0,Chlormequat,2,140,95
12200,0,0,Chlormequat,3,142,83
12201,1,1,Lamba-Cyhalothrin,1,259,94
12202,1,1,Amidosulfuron,1,259,86
12203,0,0,Chlormequat,2,84,93
12204,0,0,Chlormequat,2,152,83
12205,1,0,Amidosulfuron,3,247,99
12206,0,0,Lamba-Cyhalothrin,2,287,80
12207,0,1,Lamba-Cyhalothrin,3,143,80
12208,0,0,Amidosulfuron,2,235,88
12209,0,1,Amidosulfuron,1,248,96
12210,1,1,Amidosulfuron,2,142,91
12211,0,0,Amidosulfuron,1,280,94
12212,0,0,Amidosulfuron,3,82,98
12213,0,1,Amidosulfuron,2,189,98
12214,0,0,Amidosulfuron,1,97,96
12215,1,1,Lamba-Cyhalothrin,3,218,80
12216,1,0,Chlormequat,3,242,97
12217,0,1,Amidosulfuron,3,245,90
12218,1,1,Amidosulfuron,1,87,82
12219,0,1,Lamba-Cyhalothrin,2,167,99
12220,0,1,Amidosulfuron,1,89,96
12221,1,1,Amidosulfuron,2,217,99
12222,0,1,Chlormequat,2,208,88
12223,1,0,Amidosulfuron,1,136,88
12224,1,0,Amidosulfuron,3,67,86
12225,0,1,Amidosulfuron,1,160,89
12226,0,0,Chlormequat,2,221,94
12227,1,1,Amidosulfuron,1,169,93
12228,1,1,Lamba-Cyhalothrin,2,85,96
12229,0,1,Lamba-Cyhalothrin,3,213,84
12230,1,0,Chlormequat,1,97,80
12231,0,0,Amidosulfuron,2,111,98
12232,0,1,Amidosulfuron,1,293,82
12233,0,1,Chlormequat,3,160,93
12234,0,1,Chlormequat,1,178,88
12235,1,1,Amidosulfuron,1,254,93
12236,1,1,Lamba-Cyhalothrin,3,67,85
12237,1,0,Lamba-Cyhalothrin,3,83,90
12238,0,0,Amidosulfuron,2,250,90
12239,0,0,Lamba-Cyhalothrin,2,150,80
12240,0,1,Chlormequat,3,224,91
12241,0,0,Chlormequat,2,248,86
12242,1,1,Amidosulfuron,1,192,86
12243,0,0,Chlormequat,1,292,92
12244,1,0,Lamba-Cyhalothrin,1,231,93
12245,1,0,Lamba-Cyhalothrin,1,249,82
12246,0,1,Amidosulfuron,1,101,97
12247,1,1,Chlormequat,2,138,84
12248,0,1,Lamba-Cyhalothrin,3,290,95
12249,0,1,Lamba-Cyhalothrin,2,212,87
12250,1,1,Lamba-Cyhalothrin,3,191,92
12251,0,1,Amidosulfuron,3,80,98
12252,0,0,Lamba-Cyhalothrin,2,128,86
12253,0,1,Chlormequat,2,115,90
12254,1,1,Lamba-Cyhalothrin,3,98,89
12255,1,1,Lamba-Cyhalothrin,1,97,97
12256,0,1,Lamba-Cyhalothrin,2,281,87
12257,0,0,Chlormequat,3,90,86
12258,1,0,Chlormequat,3,118,99
12259,0,0,Amidosulfuron,2,168,99
12260,0,0,Chlormequat,3,242,92
12261,1,1,Chlormequat,1,111,84
12262,1,0,Chlormequat,2,163,99
12263,1,1,Lamba-Cyhalothrin,3,125,87
12264,0,0,Chlormequat,3,118,89
12265,0,0,Amidosulfuron,2,131,98
12266,0,1,Chlormequat,3,158,83
12267,0,0,Chlormequat,2,292,85
12268,0,1,Lamba-Cyhalothrin,3,253,80
12269,0,0,Chlormequat,1,76,88
12270,0,1,Lamba-Cyhalothrin,2,242,83
12271,1,0,Chlormequat,3,149,89
12272,1,0,Chlormequat,2,197,95
12273,1,1,Lamba-Cyhalothrin,1,153,86
12274,0,0,Lamba-Cyhalothrin,1,241,84
12275,1,1,Amidosulfuron,2,95,91
12276,0,0,Lamba-Cyhalothrin,2,96,96
12277,1,0,Chlormequat,2,60,87
12278,0,0,Lamba-Cyhalothrin,2,200,81
12279,1,1,Chlormequat,1,238,99
12280,0,0,Amidosulfuron,1,231,91
12281,0,0,Amidosulfuron,1,162,91
12282,0,1,Lamba-Cyhalothrin,2,173,98
12283,0,1,Lamba-Cyhalothrin,3,249,90
12284,1,1,Chlormequat,2,164,83
12285,0,0,Lamba-Cyhalothrin,2,175,95
12286,1,1,Amidosulfuron,2,217,80
12287,1,1,Amidosulfuron,1,217,85
12288,0,0,Amidosulfuron,1,110,86
12289,1,1,Lamba-Cyhalothrin,1,63,90
12290,1,1,Amidosulfuron,2,93,84
12291,1,1,Lamba-Cyhalothrin,1,213,85
12292,0,0,Lamba-Cyhalothrin,2,235,93
12293,1,1,Lamba-Cyhalothrin,2,158,90
12294,0,1,Amidosulfuron,1,69,87
12295,0,0,Amidosulfuron,1,276,95
12296,0,0,Amidosulfuron,1,62,98
12297,1,0,Amidosulfuron,3,155,94
12298,1,1,Chlormequat,2,279,95
12299,1,0,Amidosulfuron,3,134,87
12300,0,0,Lamba-Cyhalothrin,2,108,81
12301,0,1,Chlormequat,1,82,99
12302,1,1,Lamba-Cyhalothrin,3,259,93
12303,1,0,Amidosulfuron,3,242,85
12304,1,1,Amidosulfuron,3,189,87
12305,1,0,Chlormequat,1,99,84
12306,0,1,Amidosulfuron,1,176,86
12307,0,1,Chlormequat,2,168,86
12308,1,1,Chlormequat,3,219,86
12309,1,0,Chlormequat,2,184,91
12310,0,1,Lamba-Cyhalothrin,3,232,82
12311,1,0,Lamba-Cyhalothrin,3,256,87
12312,1,0,Chlormequat,3,127,83
12313,1,1,Amidosulfuron,3,102,97
12314,0,1,Chlormequat,3,225,85
12315,0,0,Lamba-Cyhalothrin,2,244,93
12316,1,1,Chlormequat,3,135,87
12317,0,1,Amidosulfuron,1,146,97
12318,0,0,Chlormequat,3,202,88
12319,0,1,Chlormequat,2,159,96
12320,0,1,Lamba-Cyhalothrin,3,135,92
12321,0,1,Amidosulfuron,3,258,92
12322,0,0,Chlormequat,1,62,93
12323,0,1,Chlormequat,1,199,94
12324,1,0,Amidosulfuron,3,222,93
12325,1,1,Chlormequat,2,158,80
12326,0,0,Chlormequat,2,239,88
12327,1,1,Lamba-Cyhalothrin,3,164,94
12328,1,0,Lamba-Cyhalothrin,3,205,89
12329,1,0,Chlormequat,1,93,82
12330,0,1,Chlormequat,3,105,86
12331,1,0,Amidosulfuron,3,214,98
12332,1,1,Chlormequat,1,136,80
12333,1,1,Lamba-Cyhalothrin,2,192,80
12334,1,0,Amidosulfuron,2,107,94
12335,0,1,Lamba-Cyhalothrin,2,136,86
12336,0,1,Lamba-Cyhalothrin,2,228,85
12337,0,1,Lamba-Cyhalothrin,3,83,98
12338,1,0,Amidosulfuron,1,105,96
12339,1,1,Chlormequat,3,199,88
12340,1,1,Chlormequat,1,241,94
12341,0,1,Amidosulfuron,3,232,80
12342,1,0,Amidosulfuron,2,202,93
12343,1,1,Lamba-Cyhalothrin,2,279,90
12344,1,1,Chlormequat,1,104,92
12345,1,0,Chlormequat,2,292,94
12346,0,0,Amidosulfuron,2,175,97
12347,1,1,Lamba-Cyhalothrin,1,178,98
12348,0,0,Chlormequat,1,164,92
12349,0,0,Lamba-Cyhalothrin,3,291,96
12350,0,1,Lamba-Cyhalothrin,1,198,80
12351,0,1,Chlormequat,2,291,85
12352,0,1,Amidosulfuron,3,111,84
12353,0,1,Amidosulfuron,2,169,99
12354,0,0,Lamba-Cyhalothrin,3,125,97
12355,0,0,Lamba-Cyhalothrin,1,123,87
12356,0,0,Lamba-Cyhalothrin,3,184,97
12357,0,1,Lamba-Cyhalothrin,3,292,98
12358,1,0,Lamba-Cyhalothrin,2,138,81
12359,1,1,Lamba-Cyhalothrin,2,142,85
12360,1,1,Lamba-Cyhalothrin,2,204,93
12361,0,1,Amidosulfuron,1,188,93
12362,1,1,Amidosulfuron,1,289,91
12363,1,0,Amidosulfuron,2,83,81
12364,1,0,Lamba-Cyhalothrin,3,149,92
12365,1,0,Amidosulfuron,2,142,91
12366,0,1,Amidosulfuron,2,73,97
12367,0,0,Lamba-Cyhalothrin,2,146,99
